ds,yhat,Model,Dealer_Region
2024-01-31,1.053639166753881,Altima,Austin
2024-02-29,1.0414774870377106,Altima,Austin
2024-03-31,1.0284770707893907,Altima,Austin
2024-04-30,1.0158960228071456,Altima,Austin
2024-05-31,1.0028956065588257,Altima,Austin
2023-10-31,1.3800238360905988,Altima,Middletown
2023-11-30,1.3817423863803135,Altima,Middletown
2023-12-31,1.3835182216796855,Altima,Middletown
2024-01-31,1.3852940569790577,Altima,Middletown
2024-02-29,1.3869553222591153,Altima,Middletown
2024-03-31,1.3887311575584873,Altima,Middletown
2024-01-31,1.4926882907251418,Aurora,Greenville
2024-02-29,1.5136396511295795,Aurora,Greenville
2024-03-31,1.53603593294122,Aurora,Greenville
2024-04-30,1.5577097540492593,Aurora,Greenville
2024-05-31,1.5801060358608998,Aurora,Greenville
2024-06-30,1.601779856968939,Aurora,Greenville
2024-01-31,1.27958048886449,Aurora,Middletown
2024-02-29,1.255239656342515,Aurora,Middletown
2024-03-31,1.2292201457155765,Aurora,Middletown
2024-04-30,1.2040399741411196,Aurora,Middletown
2024-05-31,1.1780204635141809,Aurora,Middletown
2024-06-30,1.152840291939724,Aurora,Middletown
2023-12-31,1.855892894969863,Avenger,Pasco
2024-01-31,1.875705792872079,Avenger,Pasco
2024-02-29,1.8942404392967331,Avenger,Pasco
2024-03-31,1.9140533371989492,Avenger,Pasco
2024-04-30,1.9332271093623845,Avenger,Pasco
2024-05-31,1.9530400072646006,Avenger,Pasco
2024-01-31,2.4117070923532857,Beetle,Austin
2024-02-29,2.4602017301752626,Beetle,Austin
2024-03-31,2.5120408257780653,Beetle,Austin
2024-04-30,2.562207692490456,Beetle,Austin
2024-05-31,2.6140467880932587,Beetle,Austin
2024-06-30,2.664213654805649,Beetle,Austin
2023-10-31,1.7279598214642844,Bonneville,Aurora
2023-11-30,1.7489054556855936,Bonneville,Aurora
2023-12-31,1.7705492777142797,Bonneville,Aurora
2024-01-31,1.792193099742966,Bonneville,Aurora
2024-02-29,1.8124405461568982,Bonneville,Aurora
2024-03-31,1.8340843681855845,Bonneville,Aurora
2024-01-31,1.9697490987082094,Bonneville,Middletown
2024-02-29,2.0107319480124812,Bonneville,Middletown
2024-03-31,2.054541200717048,Bonneville,Middletown
2024-04-30,2.096937251721467,Bonneville,Middletown
2024-05-31,2.140746504426033,Bonneville,Middletown
2024-06-30,2.183142555430452,Bonneville,Middletown
2024-01-31,2.6115910943695093,Bonneville,Scottsdale
2024-02-29,2.6730028886111703,Bonneville,Scottsdale
2024-03-31,2.7386499790074286,Bonneville,Scottsdale
2024-04-30,2.8021794213263886,Bonneville,Scottsdale
2024-05-31,2.8678265117226474,Bonneville,Scottsdale
2024-06-30,2.931355954041607,Bonneville,Scottsdale
2023-11-30,1.07634590451597,Boxter,Greenville
2023-12-31,1.074946259341827,Boxter,Greenville
2024-01-31,1.0735466141676842,Boxter,Greenville
2024-02-29,1.0722372686821957,Boxter,Greenville
2024-03-31,1.0708376235080528,Boxter,Greenville
2024-04-30,1.069483128178237,Boxter,Greenville
2024-01-31,2.553589383795694,Bravada,Austin
2024-02-29,2.5931036469510316,Bravada,Austin
2024-03-31,2.6353430317032895,Bravada,Austin
2024-04-30,2.6762198556570875,Bravada,Austin
2024-05-31,2.718459240409345,Bravada,Austin
2024-06-30,2.7593360643631426,Bravada,Austin
2024-01-31,2.3118680162444334,Bravada,Middletown
2024-02-29,2.3412085483738228,Bravada,Middletown
2024-03-31,2.3725725654776535,Bravada,Middletown
2024-04-30,2.4029248400942635,Bravada,Middletown
2024-05-31,2.434288857198094,Bravada,Middletown
2024-06-30,2.464641131814704,Bravada,Middletown
2023-06-30,2.051780782957664,Breeze,Scottsdale
2023-07-31,2.110987458968091,Breeze,Scottsdale
2023-08-31,2.1701941349785177,Breeze,Scottsdale
2023-09-30,2.2274909182144143,Breeze,Scottsdale
2023-10-31,2.286697594224841,Breeze,Scottsdale
2023-11-30,2.343994377460738,Breeze,Scottsdale
2023-12-31,1.554131865437682,C-Class,Greenville
2024-01-31,1.5700637307235732,C-Class,Greenville
2024-02-29,1.5849677337329555,C-Class,Greenville
2024-03-31,1.600899599018847,C-Class,Greenville
2024-04-30,1.6163175331664839,C-Class,Greenville
2024-05-31,1.6322493984523754,C-Class,Greenville
2023-11-30,1.3110690906709754,C-Class,Janesville
2023-12-31,1.2988443286626385,C-Class,Janesville
2024-01-31,1.2866195666543014,C-Class,Janesville
2024-02-29,1.2751834989690831,C-Class,Janesville
2024-03-31,1.262958736960746,C-Class,Janesville
2024-04-30,1.2511283221139682,C-Class,Janesville
2024-01-31,1.998424131533865,C-Class,Middletown
2024-02-29,2.0417231231306907,C-Class,Middletown
2024-03-31,2.0880082520790206,C-Class,Middletown
2024-04-30,2.132800312351599,C-Class,Middletown
2024-05-31,2.1790854412999288,C-Class,Middletown
2024-06-30,2.223877501572507,C-Class,Middletown
2024-01-31,1.5323404979223736,C-Class,Scottsdale
2024-02-29,1.5375991314027828,C-Class,Scottsdale
2024-03-31,1.5432204292611513,C-Class,Scottsdale
2024-04-30,1.5486603949305402,C-Class,Scottsdale
2024-05-31,1.5542816927889085,C-Class,Scottsdale
2024-06-30,1.5597216584582974,C-Class,Scottsdale
2024-01-31,3.790282315805349,C70,Janesville
2024-02-29,3.917424497875521,C70,Janesville
2024-03-31,4.053335106295358,C70,Janesville
2024-04-30,4.184861501540364,C70,Janesville
2024-05-31,4.320772109960202,C70,Janesville
2024-06-30,4.452298505205206,C70,Janesville
2024-01-31,2.6009472457982024,C70,Pasco
2024-02-29,2.6561335404995012,C70,Pasco
2024-03-31,2.7151257865595104,C70,Pasco
2024-04-30,2.7722150569401642,C70,Pasco
2024-05-31,2.831207303000174,C70,Pasco
2024-06-30,2.8882965733808277,C70,Pasco
2024-01-31,3.3074175096979666,C70,Scottsdale
2024-02-29,3.384148232894702,C70,Scottsdale
2024-03-31,3.466170730105005,C70,Scottsdale
2024-04-30,3.5455473403085245,C70,Scottsdale
2024-05-31,3.627569837518827,C70,Scottsdale
2024-06-30,3.7069464477223466,C70,Scottsdale
2024-01-31,1.8097734760840254,CL500,Greenville
2024-02-29,1.841785244298581,CL500,Greenville
2024-03-31,1.8760047206658645,CL500,Greenville
2024-04-30,1.9091203429567845,CL500,Greenville
2024-05-31,1.943339819324068,CL500,Greenville
2024-06-30,1.9764554416149878,CL500,Greenville
2024-01-31,3.2159321139830572,Cabrio,Austin
2024-02-29,3.3280739108435324,Cabrio,Austin
2024-03-31,3.447949624728868,Cabrio,Austin
2024-04-30,3.563958380101774,Cabrio,Austin
2024-05-31,3.6838340939871093,Cabrio,Austin
2024-06-30,3.7998428493600147,Cabrio,Austin
2023-12-31,2.342984784927695,Cabrio,Janesville
2024-01-31,2.417821569408168,Cabrio,Janesville
2024-02-29,2.48783017424474,Cabrio,Janesville
2024-03-31,2.562666958725213,Cabrio,Janesville
2024-04-30,2.6350896533837354,Cabrio,Janesville
2024-05-31,2.7099264378642083,Cabrio,Janesville
2024-01-31,1.3865172677996744,Camaro,Aurora
2024-02-29,1.3992092277516015,Camaro,Aurora
2024-03-31,1.41277649528642,Camaro,Aurora
2024-04-30,1.4259061090297929,Camaro,Aurora
2024-05-31,1.4394733765646113,Camaro,Aurora
2024-06-30,1.452602990307984,Camaro,Aurora
2024-01-31,1.2449669723551926,Camaro,Middletown
2024-02-29,1.2590824630489763,Camaro,Middletown
2024-03-31,1.2741714358595724,Camaro,Middletown
2024-04-30,1.2887736676117625,Camaro,Middletown
2024-05-31,1.3038626404223588,Camaro,Middletown
2024-06-30,1.3184648721745487,Camaro,Middletown
2023-12-31,1.9249010005433327,Camaro,Pasco
2024-01-31,1.9579269993005555,Camaro,Pasco
2024-02-29,1.9888222884605387,Camaro,Pasco
2024-03-31,2.0218482872177614,Camaro,Pasco
2024-04-30,2.053808931176364,Camaro,Pasco
2024-05-31,2.0868349299335867,Camaro,Pasco
2023-11-30,1.8452634267215795,Camry,Aurora
2023-12-31,1.883916733985025,Camry,Aurora
2024-01-31,1.9225700412484705,Camry,Aurora
2024-02-29,1.958729586752984,Camry,Aurora
2024-03-31,1.9973828940164295,Camry,Aurora
2024-04-30,2.0347893204004093,Camry,Aurora
2024-01-31,3.0055209382811587,Camry,Janesville
2024-02-29,3.081721653681051,Camry,Janesville
2024-03-31,3.1631775908326594,Camry,Janesville
2024-04-30,3.2420059171084104,Camry,Janesville
2024-05-31,3.3234618542600187,Camry,Janesville
2024-06-30,3.4022901805357693,Camry,Janesville
2024-01-31,2.2089346285543114,Camry,Scottsdale
2024-02-29,2.245684764511085,Camry,Scottsdale
2024-03-31,2.284969392602809,Camry,Scottsdale
2024-04-30,2.322986774627058,Camry,Scottsdale
2024-05-31,2.3622714027187817,Camry,Scottsdale
2024-06-30,2.4002887847430308,Camry,Scottsdale
2024-01-31,1.7076798653427847,Carrera Cabrio,Janesville
2024-02-29,1.7335290298512314,Carrera Cabrio,Janesville
2024-03-31,1.7611608953602604,Carrera Cabrio,Janesville
2024-04-30,1.7879014103689985,Carrera Cabrio,Janesville
2024-05-31,1.8155332758780276,Carrera Cabrio,Janesville
2024-06-30,1.8422737908867655,Carrera Cabrio,Janesville
2023-12-31,1.3567057345578537,Carrera Cabrio,Pasco
2024-01-31,1.3594898687189287,Carrera Cabrio,Pasco
2024-02-29,1.3620943813212247,Carrera Cabrio,Pasco
2024-03-31,1.3648785154822998,Carrera Cabrio,Pasco
2024-04-30,1.3675728388639852,Carrera Cabrio,Pasco
2024-05-31,1.3703569730250602,Carrera Cabrio,Pasco
2024-01-31,2.3417513389354476,Cavalier,Janesville
2024-02-29,2.3645486496577286,Cavalier,Janesville
2024-03-31,2.3889181887056834,Cavalier,Janesville
2024-04-30,2.4125016135908015,Cavalier,Janesville
2024-05-31,2.4368711526387568,Cavalier,Janesville
2024-06-30,2.4604545775238744,Cavalier,Janesville
2024-01-31,2.5334653265705445,Celica,Aurora
2024-02-29,2.6011834382249877,Celica,Aurora
2024-03-31,2.673571764476289,Celica,Aurora
2024-04-30,2.7436249834291617,Celica,Aurora
2024-05-31,2.8160133096804625,Celica,Aurora
2024-06-30,2.886066528633336,Celica,Aurora
2024-01-31,1.9718770861284116,Celica,Austin
2024-02-29,2.0013710834359237,Celica,Austin
2024-03-31,2.0328991495232636,Celica,Austin
2024-04-30,2.06341018122069,Celica,Austin
2024-05-31,2.0949382473080305,Celica,Austin
2024-06-30,2.1254492790054567,Celica,Austin
2024-01-31,1.5443642999580944,Celica,Janesville
2024-02-29,1.555679913192893,Celica,Janesville
2024-03-31,1.5677759135473328,Celica,Janesville
2024-04-30,1.579481720341952,Celica,Janesville
2024-05-31,1.591577720696392,Celica,Janesville
2024-06-30,1.603283527491011,Celica,Janesville
2024-01-31,1.8113045551027278,Celica,Pasco
2024-02-29,1.8330644291189366,Celica,Pasco
2024-03-31,1.8563249841017802,Celica,Pasco
2024-04-30,1.8788351986013065,Celica,Pasco
2024-05-31,1.9020957535841503,Celica,Pasco
2024-06-30,1.9246059680836765,Celica,Pasco
2024-01-31,1.2938720438041518,Cirrus,Austin
2024-02-29,1.3046993743359645,Cirrus,Austin
2024-03-31,1.316273417318247,Cirrus,Austin
2024-04-30,1.3274741040752949,Cirrus,Austin
2024-05-31,1.3390481470575775,Cirrus,Austin
2024-06-30,1.3502488338146252,Cirrus,Austin
2024-01-31,1.2107213158924628,Civic,Greenville
2024-02-29,1.2129308503352203,Civic,Greenville
2024-03-31,1.2152927664636852,Civic,Greenville
2024-04-30,1.2175784917492964,Civic,Greenville
2024-05-31,1.2199404078777614,Civic,Greenville
2024-06-30,1.2222261331633726,Civic,Greenville
2024-01-31,1.6124032137362718,Civic,Scottsdale
2024-02-29,1.6105808294684443,Civic,Scottsdale
2024-03-31,1.6086327635269737,Civic,Scottsdale
2024-04-30,1.6067475384223249,Civic,Scottsdale
2024-05-31,1.6047994724808543,Civic,Scottsdale
2024-06-30,1.6029142473762055,Civic,Scottsdale
2024-01-31,2.487633062613649,Concorde,Aurora
2024-02-29,2.5399425891993657,Concorde,Aurora
2024-03-31,2.595859669342718,Concorde,Aurora
2024-04-30,2.6499729727072525,Concorde,Aurora
2024-05-31,2.7058900528506045,Concorde,Aurora
2024-06-30,2.760003356215139,Concorde,Aurora
2024-01-31,1.4207489605992727,Concorde,Pasco
2024-02-29,1.4323367631469797,Concorde,Pasco
2024-03-31,1.44472372449108,Concorde,Pasco
2024-04-30,1.4567111064369835,Concorde,Pasco
2024-05-31,1.469098067781084,Concorde,Pasco
2024-06-30,1.4810854497269876,Concorde,Pasco
2024-01-31,2.845738294332432,Continental,Greenville
2024-02-29,2.9338686309823196,Continental,Greenville
2024-03-31,3.028076921883924,Continental,Greenville
2024-04-30,3.11924623565967,Continental,Greenville
2024-05-31,3.213454526561274,Continental,Greenville
2024-06-30,3.30462384033702,Continental,Greenville
2023-12-31,1.7142298743494726,Continental,Scottsdale
2024-01-31,1.7349627486070551,Continental,Scottsdale
2024-02-29,1.7543580180738259,Continental,Scottsdale
2024-03-31,1.775090892331408,Continental,Scottsdale
2024-04-30,1.7951549641935847,Continental,Scottsdale
2024-05-31,1.8158878384511667,Continental,Scottsdale
2024-01-31,1.2606476433703253,Contour,Janesville
2024-02-29,1.247375600429884,Contour,Janesville
2024-03-31,1.233188244183205,Contour,Janesville
2024-04-30,1.2194585445896446,Contour,Janesville
2024-05-31,1.2052711883429656,Contour,Janesville
2024-06-30,1.1915414887494056,Contour,Janesville
2024-01-31,2.132778546063427,Contour,Pasco
2024-02-29,2.191063443122802,Contour,Pasco
2024-03-31,2.2533679882552375,Contour,Pasco
2024-04-30,2.313662709351143,Contour,Pasco
2024-05-31,2.3759672544835784,Contour,Pasco
2024-06-30,2.4362619755794834,Contour,Pasco
2024-01-31,1.8593552676089593,Corolla,Austin
2024-02-29,1.8990340711594667,Corolla,Austin
2024-03-31,1.941449343920354,Corolla,Austin
2024-04-30,1.9824963820760515,Corolla,Austin
2024-05-31,2.024911654836939,Corolla,Austin
2024-06-30,2.0659586929926363,Corolla,Austin
2024-01-31,1.4331555457723233,Corolla,Janesville
2024-02-29,1.4335844893598848,Corolla,Janesville
2024-03-31,1.4340430152638297,Corolla,Janesville
2024-04-30,1.4344867500095828,Corolla,Janesville
2024-05-31,1.434945275913528,Corolla,Janesville
2024-06-30,1.435389010659281,Corolla,Janesville
2024-01-31,2.4921717523345204,Corvette,Greenville
2024-02-29,2.5348127466022574,Corvette,Greenville
2024-03-31,2.5803944990953553,Corvette,Greenville
2024-04-30,2.624505872475773,Corvette,Greenville
2024-05-31,2.670087624968871,Corvette,Greenville
2024-06-30,2.7141989983492887,Corvette,Greenville
2024-01-31,2.9376094061888125,Corvette,Janesville
2024-02-29,2.9982843346515757,Corvette,Janesville
2024-03-31,3.063143740939357,Corvette,Janesville
2024-04-30,3.12591090831463,Corvette,Janesville
2024-05-31,3.1907703146024105,Corvette,Janesville
2024-06-30,3.253537481977683,Corvette,Janesville
2024-01-31,1.3203320311933617,Corvette,Middletown
2024-02-29,1.2924022515954618,Corvette,Middletown
2024-03-31,1.2625462803011551,Corvette,Middletown
2024-04-30,1.2336534048550516,Corvette,Middletown
2024-05-31,1.2037974335607449,Corvette,Middletown
2024-06-30,1.1749045581146416,Corvette,Middletown
2024-01-31,2.9542281537705453,Corvette,Pasco
2024-02-29,3.013436943520743,Corvette,Pasco
2024-03-31,3.0767290980812985,Corvette,Pasco
2024-04-30,3.1379795702366753,Corvette,Pasco
2024-05-31,3.2012717247972313,Corvette,Pasco
2024-06-30,3.2625221969526077,Corvette,Pasco
2023-12-31,3.4978694941912556,Cougar,Janesville
2024-01-31,3.609050993980912,Cougar,Janesville
2024-02-29,3.7130594937841392,Cougar,Janesville
2024-03-31,3.824240993573796,Cougar,Janesville
2024-04-30,3.931835993370238,Cougar,Janesville
2024-05-31,4.043017493159894,Cougar,Janesville
2024-01-31,1.452609293226521,Cougar,Scottsdale
2024-02-29,1.4389116514449363,Cougar,Scottsdale
2024-03-31,1.4242693447128971,Cougar,Scottsdale
2024-04-30,1.4100993704560851,Cougar,Scottsdale
2024-05-31,1.395457063724046,Cougar,Scottsdale
2024-06-30,1.381287089467234,Cougar,Scottsdale
2024-01-31,1.2916427677554567,Crown Victoria,Austin
2024-02-29,1.283468294058774,Crown Victoria,Austin
2024-03-31,1.2747300635554237,Crown Victoria,Austin
2024-04-30,1.2662737114554072,Crown Victoria,Austin
2024-05-31,1.257535480952057,Crown Victoria,Austin
2024-06-30,1.2490791288520404,Crown Victoria,Austin
2024-01-31,1.5988047857638137,Crown Victoria,Greenville
2024-02-29,1.6163308676725965,Crown Victoria,Greenville
2024-03-31,1.635065644885433,Crown Victoria,Greenville
2024-04-30,1.6531960744462428,Crown Victoria,Greenville
2024-05-31,1.6719308516590792,Crown Victoria,Greenville
2024-06-30,1.690061281219889,Crown Victoria,Greenville
2023-12-31,1.9028724248078832,Cutlass,Aurora
2024-01-31,1.9206738499473732,Cutlass,Aurora
2024-02-29,1.9373267960456062,Cutlass,Aurora
2024-03-31,1.9551282211850962,Cutlass,Aurora
2024-04-30,1.9723554068039575,Cutlass,Aurora
2024-05-31,1.9901568319434477,Cutlass,Aurora
2024-01-31,1.6215374099970592,Cutlass,Janesville
2024-02-29,1.63053247147475,Cutlass,Janesville
2024-03-31,1.6401478820198672,Cutlass,Janesville
2024-04-30,1.6494531180312717,Cutlass,Janesville
2024-05-31,1.6590685285763889,Cutlass,Janesville
2024-06-30,1.668373764587793,Cutlass,Janesville
2023-09-30,1.2986438620218397,Dakota,Scottsdale
2023-10-31,1.3116843854734306,Dakota,Scottsdale
2023-11-30,1.324304246878196,Dakota,Scottsdale
2023-12-31,1.337344770329787,Dakota,Scottsdale
2024-01-31,1.3503852937813778,Dakota,Scottsdale
2024-02-29,1.3625844931393176,Dakota,Scottsdale
2024-01-31,1.0840124458577662,DeVille,Middletown
2024-02-29,1.0719862827543132,DeVille,Middletown
2024-03-31,1.059130729092001,DeVille,Middletown
2024-04-30,1.0466898707091181,DeVille,Middletown
2024-05-31,1.033834317046806,DeVille,Middletown
2024-06-30,1.0213934586639233,DeVille,Middletown
2024-01-31,2.801429332694326,Diamante,Austin
2024-02-29,2.811155588414709,Diamante,Austin
2024-03-31,2.8215526203916697,Diamante,Austin
2024-04-30,2.8316142642403417,Diamante,Austin
2024-05-31,2.842011296217302,Diamante,Austin
2024-06-30,2.852072940065974,Diamante,Austin
2024-01-31,3.0983828527576645,Diamante,Greenville
2024-02-29,3.139631929963682,Diamante,Greenville
2024-03-31,3.1837257711149425,Diamante,Greenville
2024-04-30,3.226397230293582,Diamante,Greenville
2024-05-31,3.2704910714448423,Diamante,Greenville
2024-06-30,3.313162530623481,Diamante,Greenville
2024-01-31,3.4932477821868897,Diamante,Pasco
2024-02-29,3.5432997077828086,Diamante,Pasco
2024-03-31,3.5968034903163764,Diamante,Pasco
2024-04-30,3.64858134438112,Diamante,Pasco
2024-05-31,3.702085126914689,Diamante,Pasco
2024-06-30,3.7538629809794317,Diamante,Pasco
2024-01-31,3.4316088914741534,Diamante,Scottsdale
2024-02-29,3.462702965361969,Diamante,Scottsdale
2024-03-31,3.4959414581385992,Diamante,Scottsdale
2024-04-30,3.5281077414708224,Diamante,Scottsdale
2024-05-31,3.5613462342474524,Diamante,Scottsdale
2024-06-30,3.5935125175796756,Diamante,Scottsdale
2024-01-31,2.5095162930179242,Durango,Aurora
2024-02-29,2.5663453402985867,Durango,Aurora
2024-03-31,2.627093632219295,Durango,Aurora
2024-04-30,2.685882301819981,Durango,Aurora
2024-05-31,2.7466305937406896,Durango,Aurora
2024-06-30,2.805419263341375,Durango,Aurora
2024-01-31,4.212464187125117,Durango,Austin
2024-02-29,4.335217619224682,Durango,Austin
2024-03-31,4.466436805262147,Durango,Austin
2024-04-30,4.593423114330663,Durango,Austin
2024-05-31,4.724642300368128,Durango,Austin
2024-06-30,4.851628609436643,Durango,Austin
2024-01-31,1.9072742733672383,Durango,Janesville
2024-02-29,1.903802388465263,Durango,Janesville
2024-03-31,1.9000910632252204,Durango,Janesville
2024-04-30,1.8964994581542114,Durango,Janesville
2024-05-31,1.892788132914169,Durango,Janesville
2024-06-30,1.88919652784316,Durango,Janesville
2023-12-31,1.331318635486848,E-Class,Pasco
2024-01-31,1.298093271676327,E-Class,Pasco
2024-02-29,1.2670114797245493,E-Class,Pasco
2024-03-31,1.2337861159140284,E-Class,Pasco
